Sales Register-Itemwise
Date Range: ,From 15/12/2025 to 15/12/2025
Category: ,"All"
Sub Category: ,"All"
Product: ,"All"
UOM: ,"BASE UOM"
DS Type: ,"All"
Salesman: ,"All"
Beat: ,"All"
TL: ,"All"
Transaction Type: ,"All"
"Cagetory","Sub Category","Market SKU","Item Code","Item Name","Batch","PKD","Expiry","UOM","Invoice Qty","Sales Return Qty","MRP Per Pack","Goods Value","Gross Amount","Total Discount","Tax Group Amount","Total","HSNCode","Invoice No.","Sales Return","Invoice / SR  Date","Outlet ID","Outlet Name","Channel Type","Outlet Type","Loyalty Program","RCS ID","UID","DS Id","DS Name","DS Type","Beat","TL Id","TL Name","TL Type"
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250088V","30/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1400.0000","1341.4800","58.5200","1692.5472","3034.0272","24022090","I/25-26/055237","","15/12/2025","347CG2018-32","COUNTER - VD-1","Retail","Convenience Outlet","Retail Others","181202429600","C20220000611636","34722","DS VED PRAKASH","Convenience Ds CDM","CON VED","347TL22","TL not Mapped",""
"01 CIGARETTE","Super Kings","CLASSICCONNECTFK20","3692","CLASSIC CONNECT FTK 20RC-10M_3692","7J6250246V-1-2304028","27/11/2025","01/01/2099","M_S","0.4000","0.0000","300.0000","2037.2640","1952.1064","85.1576","2917.3481","4869.4545","24022090","I/25-26/055237","","15/12/2025","347CG2018-32","COUNTER - VD-1","Retail","Convenience Outlet","Retail Others","181202429600","C20220000611636","34722","DS VED PRAKASH","Convenience Ds CDM","CON VED","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size Filter","BRSPLDSFT10","3731","BRISTOL SPL FT NPCT-10BE-FFT_3731","591250058V","21/11/2025","01/01/2099","M_S","0.2000","0.0000","70.0000","650.2260","624.9972","25.2288","621.4491","1246.4463","24022030","I/25-26/055238","","15/12/2025","347CG2017-520","COUNTER- VD-2","Retail","Convenience Outlet","Retail Others","180601677985","C20220004403170","34722","DS VED PRAKASH","Convenience Ds CDM","CON VED","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","0.4000","0.0000","100.0000","1775.3360","1706.4530","68.8830","1661.9295","3368.3825","24022040","I/25-26/055238","","15/12/2025","347CG2017-520","COUNTER- VD-2","Retail","Convenience Outlet","Retail Others","180601677985","C20220004403170","34722","DS VED PRAKASH","Convenience Ds CDM","CON VED","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250380V","27/11/2025","01/01/2099","M_S","1.0000","0.0000","95.0000","4438.3400","4266.1324","172.2076","4154.8236","8420.9560","24022040","I/25-26/055238","","15/12/2025","347CG2017-520","COUNTER- VD-2","Retail","Convenience Outlet","Retail Others","180601677985","C20220004403170","34722","DS VED PRAKASH","Convenience Ds CDM","CON VED","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMINTSWITCH10","3521","GOLDFLAKE PRM MINT SW-NPCT10BE_3521","5B2250374V","21/11/2025","01/01/2099","M_S","0.3000","0.0000","95.0000","1331.5020","1279.8397","51.6623","1246.4472","2526.2869","24022040","I/25-26/055238","","15/12/2025","347CG2017-520","COUNTER- VD-2","Retail","Convenience Outlet","Retail Others","180601677985","C20220004403170","34722","DS VED PRAKASH","Convenience Ds CDM","CON VED","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","1.5000","0.0000","95.0000","6657.5100","6399.1986","258.3114","6232.2355","12631.4341","24022040","I/25-26/055238","","15/12/2025","347CG2017-520","COUNTER- VD-2","Retail","Convenience Outlet","Retail Others","180601677985","C20220004403170","34722","DS VED PRAKASH","Convenience Ds CDM","CON VED","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFTBL10","3523","GOLDFLAKE PRMBLUEFT 10BE-NPCT_3523","5B6250021V","18/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055238","","15/12/2025","347CG2017-520","COUNTER- VD-2","Retail","Convenience Outlet","Retail Others","180601677985","C20220004403170","34722","DS VED PRAKASH","Convenience Ds CDM","CON VED","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","NCDELUXEFT10","4382","NC DLX FT 10BE(MD+NPCT)-FFT-MH_4382","7B8250065T","31/10/2025","01/01/2099","M_S","0.1000","0.0000","95.0000","443.8340","426.6132","17.2208","415.4823","842.0955","24022040","I/25-26/055238","","15/12/2025","347CG2017-520","COUNTER- VD-2","Retail","Convenience Outlet","Retail Others","180601677985","C20220004403170","34722","DS VED PRAKASH","Convenience Ds CDM","CON VED","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size Filter","BRSPLDSFT10","3731","BRISTOL SPL FT NPCT-10BE-FFT_3731","591250058V","21/11/2025","01/01/2099","M_S","0.2000","0.0000","70.0000","650.2260","624.9972","25.2288","621.4491","1246.4463","24022030","I/25-26/055239","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","0.4000","0.0000","100.0000","1775.3360","1706.4530","68.8830","1661.9295","3368.3825","24022040","I/25-26/055239","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"05 CONFECTIONARY","STICKS","CM CHOCOSTICKS460G","FC4676U","SUNFEAST FANTASTIK 360G (40 ST) PR_FC4676U","RSC110925-2-143007","13/09/2025","08/06/2026","KG","0.3600","0.0000","200.0000","153.5045","151.8160","1.6885","7.5908","159.4068","19053290","I/25-26/055131","","15/12/2025","347V6","MAHALAKSHMI S/M-9773713044","Retail","Grocery","Retail Others","180601610897","180601610897","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","BOUNCE BOURBON","BNC BOURBONCH05","FB221005T","BOUNCE BOURBON CHOCO 26G_FB221005T","B24191125-1-19015149","20/11/2025","18/05/2026","KG","0.6240","0.0000","4.5000","92.0808","92.0808","0.0000","4.6040","96.6848","19053100","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","BOURBON","SF BRBN BLISS 20","FB207201FB","DARK FANTASY BOURBON 90G BOGO(1+1)_FB207201FB","B41070825","07/08/2025","03/02/2026","KG","0.5400","0.0000","30.0000","69.5928","69.5928","0.0000","3.4796","73.0724","19053100","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","DF FILLS","SF DF CHO&NUTFL 75","FB101320M","DARKFANTASY CHO &NUT FILLS69G CBI_FB101320M","B11241125-2-073129","25/11/2025","23/05/2026","KG","0.6900","0.0000","140.0000","238.0968","238.0968","0.0000","11.9048","250.0016","19053100","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MOMS MAGIC","SF MOM MAGIC CA 05","FBIMMCA28T","SF MOMS MAGIC CASW&ALMDGRN 25+3G_FBIMMCA28T","B17191125-1-12313611","20/11/2025","18/05/2026","KG","0.3360","0.0000","4.5000","46.2132","46.2132","0.0000","2.3106","48.5238","19053100","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MOMS MAGIC","SF MOM MAGIC CA 20","FB452416MA","SF MOMSMAGICC&A GHRSTD 91GBOGOPR_FB452416MA","B17041025","06/10/2025","02/04/2026","KG","6.5520","0.0000","30.0000","931.3056","931.3056","0.0000","46.5652","977.8708","19053100","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA PERI PERI RS10","FXM50010TA","MAD ANGLES RS 10 PERI PERI_FXM50010TA","B28NOV25","29/11/2025","27/05/2026","KG","0.3840","0.0000","10.0000","102.8580","102.8580","0.0000","5.1430","108.0010","21069099","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","HARD BOILED CANDY","ASSORTEDHBC350PBFR","FR4252","CANDYMAN FRUITEE FUN 340 PB FREE_FR4252","LHF060825-1-18022028","07/08/2025","06/08/2026","KG","0.2450","0.0000","0.0100","0.0000","0.0000","0.0000","0.0000","0.0000","17049020","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","TADKA TIME","CM TKA TI ASSORTED","FC4061D","CANDYMAN TADKA TIME ASSORTED10GPB_FC4061D","QJB120925-2-201506","20/09/2025","09/06/2026","KG","0.3600","0.0000","5.0000","147.4308","147.4308","0.0000","7.3716","154.8024","17049020","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","TADKA TIME","CM TKAASSORTEDRS1","FC4063","CANDYMAN TADKA ASSORTED RS1_FC4063","AJR05082525222","23/08/2025","02/05/2026","KG","0.7800","0.0000","200.0000","162.2254","162.2254","0.0000","8.1112","170.3366","17049020","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"06 ATTA","WHOLE WHEAT","ASATTAMP5KG","FH2112","AASHIRVAAD SUPERIOR MP ATTA 5KG_FH2112","04A061225","06/12/2025","06/03/2026","KG","5.0000","0.0000","314.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11010000","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","20.0000","0.0000","85.0000","1964.8000","1964.8000","0.0000","98.2400","2063.0400","11061090","I/25-26/055132","","15/12/2025","347SD360051","OM SAI MILK CENTRE","Retail","Grocery","FC Enrolled Foods","5495961","WMUM-FC-83383","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","BOUNCE BOURBON","BNC BOURBONCH05","FB221005T","BOUNCE BOURBON CHOCO 26G_FB221005T","B24191125-1-19015149","20/11/2025","18/05/2026","KG","0.6240","0.0000","4.5000","92.0808","92.0808","0.0000","4.6040","96.6848","19053100","I/25-26/055133","","15/12/2025","347SD420054","AASHAPURA SUPER MARKET","Retail","Grocery","Retail Others","180601677746","180601677746","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","BOURBON","SF BRBN BLISS 10","FB207100","DARK FANTASY BOURBON 60G_FB207100","B08080925","15/10/2025","07/03/2026","KG","0.7200","0.0000","10.0000","92.0844","92.0844","0.0000","4.6042","96.6886","19053100","I/25-26/055133","","15/12/2025","347SD420054","AASHAPURA SUPER MARKET","Retail","Grocery","Retail Others","180601677746","180601677746","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","DF SANDWICH","SF DF CHOCO 10","FB103601T","DARK FANTASY CHOCOLATECREAM55.3GPR_FB103601T","B11181125-2-133156","18/11/2025","17/05/2026","KG","0.6636","0.0000","9.0000","92.3664","92.3664","0.0000","4.6184","96.9848","19053100","I/25-26/055133","","15/12/2025","347SD420054","AASHAPURA SUPER MARKET","Retail","Grocery","Retail Others","180601677746","180601677746","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","DF SANDWICH","SF DF VANILLA 10","FB104601T","DARK FANTASY VANILLA CREAM55.3GPR_FB104601T","B11251125","25/11/2025","24/05/2026","KG","0.6636","0.0000","9.0000","92.3664","92.3664","0.0000","4.6184","96.9848","19053100","I/25-26/055133","","15/12/2025","347SD420054","AASHAPURA SUPER MARKET","Retail","Grocery","Retail Others","180601677746","180601677746","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC CHOC TWST MRP5","FB301149T","BNC CREAM CHOCO TWIST 24.8+3.2G_FB301149T","B14131125","14/11/2025","12/05/2026","KG","0.6720","0.0000","4.5000","92.7864","92.7864","0.0000","4.6394","97.4258","19053100","I/25-26/055133","","15/12/2025","347SD420054","AASHAPURA SUPER MARKET","Retail","Grocery","Retail Others","180601677746","180601677746","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC DNNCHOCOVAN05","FB220100T","BNC DAY N NIGHT CHOCOVAN 24.8+3.2G_FB220100T","B14111125-1-13320597","12/11/2025","10/05/2026","KG","0.3360","0.0000","4.5000","46.3932","46.3932","0.0000","2.3196","48.7128","19053100","I/25-26/055133","","15/12/2025","347SD420054","AASHAPURA SUPER MARKET","Retail","Grocery","Retail Others","180601677746","180601677746","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC ELCHI DLT MRP5","FB302149T","BNC CREAM ELAICHIDELIGHT 24.8+3.2G_FB302149T","B05121125-2-190147","13/11/2025","11/05/2026","KG","0.6720","0.0000","4.5000","92.7864","92.7864","0.0000","4.6394","97.4258","19053100","I/25-26/055133","","15/12/2025","347SD420054","AASHAPURA SUPER MARKET","Retail","Grocery","Retail Others","180601677746","180601677746","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC ORNG MST MRP5","FB303149T","BNC CREAM ORANGE 24.8+3.2G_FB303149T","B14181125-2-163150","19/11/2025","17/05/2026","KG","0.6720","0.0000","4.5000","92.7864","92.7864","0.0000","4.6394","97.4258","19053100","I/25-26/055133","","15/12/2025","347SD420054","AASHAPURA SUPER MARKET","Retail","Grocery","Retail Others","180601677746","180601677746","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA45","FN1205TG","YIPPEE MAGICMASALA NOODLES 25.1G_FN1205TG","A20NOV25-2-053127","20/11/2025","17/08/2026","KG","3.0120","0.0000","5.0000","534.4440","529.0996","5.3444","26.4550","555.5546","19023010","I/25-26/055133","","15/12/2025","347SD420054","AASHAPURA SUPER MARKET","Retail","Grocery","Retail Others","180601677746","180601677746","3476","RAJNESSH PANDEY-7900032649","FOODS","All_Foods_Vitthal Wadi_Chandan Gupta","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA ACH MASTI RS5","FXM10005TA","MAD ANGLES RS.5 ACHAARI_FXM10005TA","X15NOV25-1-073132940","15/11/2025","14/05/2026","KG","0.4800","0.0000","5.0000","137.1424","137.1424","0.0000","6.8572","143.9996","21069099","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA ACH MASTI RS5","FXM10005TA","MAD ANGLES RS.5 ACHAARI_FXM10005TA","X15NOV25-1-123136110","15/11/2025","14/05/2026","KG","0.2400","0.0000","5.0000","68.5712","68.5712","0.0000","3.4286","71.9998","21069099","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA MAS MADNESSRS5","FXM30005TA","MAD ANGLES RS 5 MASALA_FXM30005TA","QE07NOV25","07/11/2025","06/05/2026","KG","0.7200","0.0000","5.0000","205.7136","205.7136","0.0000","10.2856","215.9992","21069099","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA PERI PERI RS5","FXM50005TA","MAD ANGLES RS 5 PERI PERI_FXM50005TA","B03NOV25-1-073132940","03/11/2025","02/05/2026","KG","0.7200","0.0000","5.0000","205.7136","205.7136","0.0000","10.2856","215.9992","21069099","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA PIZZA RS5","FXM80005TA","MAD ANGLES RS 5 PIZZA_FXM80005TA","D06NOV25","07/11/2025","19/03/2026","KG","0.7200","0.0000","5.0000","205.7136","205.7136","0.0000","10.2856","215.9992","21069099","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA RED ALERT RS5","FXM90005","MAD ANGLES RS.5 RED ALERT_FXM90005","B05SEP25","05/09/2025","04/03/2026","KG","0.6720","0.0000","5.0000","192.4656","192.4656","0.0000","9.6232","202.0888","21069099","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA TOM MADNESS RS5","FXM60005TA","MAD ANGLES RS 5 TOMATO_FXM60005TA","B29NOV25","29/11/2025","28/05/2026","KG","0.7200","0.0000","5.0000","205.7136","205.7136","0.0000","10.2856","215.9992","21069099","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","TEDHE MEDHE","TMMASALATADKA22","FXT50005TF","TEDHE MEDHE RS.5 MASALA50%EXT_FXT50005TF","J26NOV25","27/11/2025","26/03/2026","KG","0.4368","0.0000","5.0000","99.4296","94.9553","4.4743","4.7478","99.7031","21069099","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","SWD TOFFICHOO","TOFFICHOO SWD740G","FC4832L","CM TOFFICHOO STRAWBERRY 805G PJ_FC4832L","MTS240925","26/09/2025","18/03/2027","KG","0.8050","0.0000","175.0000","130.4159","130.4159","0.0000","6.5208","136.9367","17049020","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","TADKA TIME","CM TKA TI ASSORTED","FC4061D","CANDYMAN TADKA TIME ASSORTED10GPB_FC4061D","QJB120925-2-201506","20/09/2025","09/06/2026","KG","0.1200","0.0000","5.0000","49.1436","49.1436","0.0000","2.4572","51.6008","17049020","I/25-26/055134","","15/12/2025","347SFA052500144","LIBERTY GENERAL","Retail","Grocery","Retail Class B","181205394821","C20220006284012","3475","SUSHIL-9867952480-RAKESH","FOODS","All_Foods_Tilak Chowk/Machi Mkt_Rakesh","347TL21","SANJAY MULEY","TL GR1"
